client_id,crm_city,count_cost,dealer_meet,crm_sale,event_date,ga_session_id
GA1.2.1515196996.1581309663,Yuzhnyy,0,1,0.0,2020-02-10,139
GA1.2.678282445.1581260081,Yuzhnyy,1,1,0.0,2020-02-09,110
GA1.2.446385409.1581259601,Yuzhnyy,0,0,0.0,2020-02-09,115
GA1.2.446385409.1581259601,Yuzhnyy,0,0,0.0,2020-02-09,116
GA1.2.366579822.1581229543,Yuzhnyy,1,1,1.0,2020-02-09,119
GA1.2.1764153726.1581258370,Yuzhnyy,0,0,0.0,2020-02-09,134
GA1.2.1764153726.1581258370,Yuzhnyy,0,0,0.0,2020-02-09,135
GA1.2.2094032048.1581092366,Yuzhnyy,1,1,1.0,2020-02-07,129
GA1.2.1172253092.1580884870,Yuzhnyy,0,0,0.0,2020-02-05,143
GA1.2.263358625.1580632221,Yuzhnyy,0,0,0.0,2020-02-02,123
GA1.2.630901984.1580562774,Yuzhnyy,0,0,0.0,2020-02-01,113
GA1.2.630901984.1580562774,Yuzhnyy,0,0,0.0,2020-02-01,112
GA1.2.9887022.1567833468,Yuzhnyy,0,0,0.0,2020-01-30,104
GA1.2.2119379858.1580305538,Yuzhnyy,0,0,0.0,2020-01-29,127
GA1.2.2048277042.1578843112,Yuzhnyy,0,0,0.0,2020-01-29,132
GA1.2.2144037852.1579586524,Yuzhnyy,1,1,1.0,2020-01-21,124
GA1.2.2144037852.1579586524,Yuzhnyy,0,0,0.0,2020-01-21,125
GA1.2.1030652614.1579636242,Yuzhnyy,0,0,0.0,2020-01-21,147
GA1.2.856633580.1578918786,Yuzhnyy,0,1,0.0,2020-01-20,105
GA1.2.179005946.1559032258,Yuzhnyy,0,0,0.0,2020-01-20,133
GA1.2.698620397.1579149463,Yuzhnyy,0,0,0.0,2020-01-16,108
GA1.2.698620397.1579149463,Yuzhnyy,0,1,0.0,2020-01-16,109
GA1.2.39255735.1579197975,Yuzhnyy,0,0,0.0,2020-01-16,118
GA1.2.840036406.1579023018,Yuzhnyy,0,0,0.0,2020-01-14,106
GA1.2.2048277042.1578843112,Yuzhnyy,0,0,0.0,2020-01-13,131
GA1.2.1113934300.1578765683,Yuzhnyy,1,1,1.0,2020-01-13,146
GA1.2.307149727.1578035568,Yuzhnyy,0,0,0.0,2020-01-12,121
GA1.2.2048277042.1578843112,Yuzhnyy,0,0,0.0,2020-01-12,130
GA1.2.1113934300.1578765683,Yuzhnyy,0,0,0.0,2020-01-11,145
GA1.2.2124775532.1537967509,Yuzhnyy,0,1,0.0,2020-01-09,126
GA1.2.1658804242.1578241828,Yuzhnyy,1,1,1.0,2020-01-09,137
GA1.2.1658804242.1578241828,Yuzhnyy,0,0,0.0,2020-01-09,138
GA1.2.1012009667.1578549894,Yuzhnyy,0,0,0.0,2020-01-09,148
GA1.2.1658804242.1578241828,Yuzhnyy,0,0,0.0,2020-01-08,136
GA1.2.1386459916.1578286425,Yuzhnyy,0,0,0.0,2020-01-07,140
GA1.2.1169533541.1577233158,Yuzhnyy,0,1,0.0,2020-01-06,144
GA1.2.2106273870.1578125571,Yuzhnyy,0,1,0.0,2020-01-04,128
GA1.2.307149727.1578035568,Yuzhnyy,0,0,0.0,2020-01-03,120
GA1.2.1182194269.1577989933,Yuzhnyy,0,0,0.0,2020-01-02,142
GA1.2.769212714.1577898707,Yuzhnyy,0,0,0.0,2020-01-01,107
GA1.2.1707503742.1581920336,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-17,161
GA1.2.1707503742.1581920336,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-17,162
GA1.2.394575724.1581476066,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-12,152
GA1.2.1334679634.1576788601,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-10,168
GA1.2.1592574183.1581210238,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-09,164
GA1.2.751903049.1581055755,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-07,149
GA1.2.2098058262.1580972490,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-07,156
GA1.2.2098058262.1580972490,Yuzhno-Sakhalinsk,0,1,0.0,2020-02-07,155
GA1.2.1964065462.1581075852,Yuzhno-Sakhalinsk,0,0,0.0,2020-02-07,158
GA1.2.2081094878.1580230070,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-28,157
GA1.2.1334679634.1576788601,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-28,167
GA1.2.1405699037.1580089909,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-27,166
GA1.2.472840432.1579999802,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-26,150
GA1.2.147024949.1579601172,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-21,165
GA1.2.168802733.1579464072,Yuzhno-Sakhalinsk,0,1,0.0,2020-01-19,163
GA1.2.337789128.1579347334,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-18,153
GA1.2.337789128.1579347334,Yuzhno-Sakhalinsk,0,1,0.0,2020-01-18,154
GA1.2.1091651756.1579160304,Yuzhno-Sakhalinsk,1,1,1.0,2020-01-16,172
GA1.2.436653692.1578880583,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-13,151
GA1.2.1893415675.1578612993,Yuzhno-Sakhalinsk,0,1,0.0,2020-01-10,160
GA1.2.1893415675.1578612993,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-10,159
GA1.2.1184900357.1578473776,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-08,169
GA1.2.1184900357.1578473776,Yuzhno-Sakhalinsk,0,1,0.0,2020-01-08,170
GA1.2.110889709.1578474137,Yuzhno-Sakhalinsk,0,0,0.0,2020-01-08,171
GA1.2.1699148397.1580998735,Yoshkar-Ola,0,0,0.0,2020-02-06,175
GA1.2.484043631.1580127419,Yoshkar-Ola,0,0,0.0,2020-01-27,174
GA1.2.727521272.1579542878,Yoshkar-Ola,0,1,0.0,2020-01-20,173
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-17,212
GA1.2.1787543081.1581871268,Yeysk,0,0,0.0,2020-02-16,297
GA1.2.48028494.1581760630,Yeysk,0,0,0.0,2020-02-15,225
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-15,286
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-14,211
GA1.2.1913530128.1580490511,Yeysk,1,1,0.0,2020-02-14,285
GA1.2.677764926.1581599693,Yeysk,0,0,0.0,2020-02-13,214
GA1.2.230080341.1579429745,Yeysk,0,1,0.0,2020-02-13,236
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-13,279
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-13,280
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-13,281
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-13,282
GA1.2.1913530128.1580490511,Yeysk,0,1,0.0,2020-02-13,284
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-13,283
GA1.2.1350473982.1581593293,Yeysk,0,0,0.0,2020-02-13,307
GA1.2.1350473982.1581593293,Yeysk,1,1,1.0,2020-02-13,308
GA1.2.1048973015.1581621180,Yeysk,1,1,0.0,2020-02-13,329
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-12,205
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-12,206
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-12,207
GA1.2.712122298.1581456380,Yeysk,0,1,0.0,2020-02-12,208
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-12,209
GA1.2.712122298.1581456380,Yeysk,0,0,0.0,2020-02-12,210
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-12,276
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-12,277
GA1.2.1913530128.1580490511,Yeysk,0,1,0.0,2020-02-12,278
GA1.2.1870916752.1581516822,Yeysk,0,0,0.0,2020-02-12,288
GA1.2.109975912.1581510620,Yeysk,0,0,0.0,2020-02-12,323
GA1.2.109975912.1581510620,Yeysk,0,0,0.0,2020-02-12,324
GA1.2.1913530128.1580490511,Yeysk,1,1,0.0,2020-02-11,274
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-11,275
GA1.2.1301682218.1581410428,Yeysk,0,0,0.0,2020-02-11,311
GA1.2.499947268.1577639752,Yeysk,0,0,0.0,2020-02-10,223
GA1.2.2114429228.1581322403,Yeysk,0,0,0.0,2020-02-10,245
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-10,266
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-10,267
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-10,268
GA1.2.1913530128.1580490511,Yeysk,0,1,0.0,2020-02-10,269
GA1.2.1913530128.1580490511,Yeysk,1,1,1.0,2020-02-10,270
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-10,271
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-10,272
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-10,273
GA1.2.1087048210.1581357055,Yeysk,0,0,0.0,2020-02-10,325
GA1.2.1087048210.1581357055,Yeysk,0,0,0.0,2020-02-10,326
GA1.2.515655204.1581267402,Yeysk,0,0,0.0,2020-02-09,222
GA1.2.408907111.1537335177,Yeysk,0,0,0.0,2020-02-09,229
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-07,264
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-07,265
GA1.2.1530075882.1581020986,Yeysk,0,1,0.0,2020-02-06,304
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-05,260
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-05,261
GA1.2.1913530128.1580490511,Yeysk,0,1,0.0,2020-02-05,262
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-05,263
GA1.2.2136740005.1578579873,Yeysk,0,0,0.0,2020-02-04,242
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-04,259
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-03,258
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-02,252
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-02,253
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-02,254
GA1.2.1913530128.1580490511,Yeysk,0,1,0.0,2020-02-02,255
GA1.2.1913530128.1580490511,Yeysk,1,1,1.0,2020-02-02,256
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-02-02,257
GA1.2.1763791134.1580653054,Yeysk,0,0,0.0,2020-02-02,298
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-02-01,204
GA1.2.1913530128.1580490511,Yeysk,0,1,0.0,2020-02-01,251
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-01-31,248
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-01-31,249
GA1.2.1913530128.1580490511,Yeysk,0,0,0.0,2020-01-31,250
GA1.2.412366619.1580383669,Yeysk,1,1,1.0,2020-01-30,228
GA1.2.1811743929.1580380352,Yeysk,0,0,0.0,2020-01-30,296
GA1.2.1249393710.1545136444,Yeysk,1,1,1.0,2020-01-30,316
GA1.2.863401474.1580295542,Yeysk,0,0,0.0,2020-01-29,179
GA1.2.1953541144.1580281954,Yeysk,0,0,0.0,2020-01-29,247
GA1.2.1870066107.1580283512,Yeysk,0,0,0.0,2020-01-29,289
GA1.2.797161778.1580193093,Yeysk,0,0,0.0,2020-01-28,182
GA1.2.1572919922.1580218034,Yeysk,0,0,0.0,2020-01-28,302
GA1.2.1673273558.1580131966,Yeysk,0,0,0.0,2020-01-27,299
GA1.2.1291849254.1564140125,Yeysk,0,0,0.0,2020-01-27,312
GA1.2.923271735.1580033994,Yeysk,0,0,0.0,2020-01-26,176
GA1.2.675518208.1579882580,Yeysk,0,0,0.0,2020-01-24,215
GA1.2.441735899.1579893121,Yeysk,0,0,0.0,2020-01-24,226
GA1.2.441735899.1579893121,Yeysk,0,0,0.0,2020-01-24,227
GA1.2.306170495.1579867298,Yeysk,0,0,0.0,2020-01-24,232
GA1.2.2125363685.1579881461,Yeysk,0,0,0.0,2020-01-24,244
GA1.2.1304928002.1579060869,Yeysk,0,0,0.0,2020-01-24,310
GA1.2.401884683.1579636691,Yeysk,0,0,0.0,2020-01-22,231
GA1.2.302426187.1579682350,Yeysk,0,0,0.0,2020-01-22,233
GA1.2.2133010820.1579716051,Yeysk,1,1,0.0,2020-01-22,243
GA1.2.401884683.1579636691,Yeysk,0,0,0.0,2020-01-21,230
GA1.2.1270506002.1579500833,Yeysk,0,0,0.0,2020-01-20,313
GA1.2.1270506002.1579500833,Yeysk,0,0,0.0,2020-01-20,314
GA1.2.1270506002.1579500833,Yeysk,0,0,0.0,2020-01-20,315
GA1.2.1011829922.1579503737,Yeysk,0,0,0.0,2020-01-20,330
GA1.2.230080341.1579429745,Yeysk,0,0,0.0,2020-01-19,235
GA1.2.87315050.1540124688,Yeysk,0,0,0.0,2020-01-17,178
GA1.2.617381689.1579279280,Yeysk,0,0,0.0,2020-01-17,218
GA1.2.1208513163.1579286635,Yeysk,0,0,0.0,2020-01-17,317
GA1.2.1176703385.1579245500,Yeysk,0,0,0.0,2020-01-17,322
GA1.2.1176703385.1579245500,Yeysk,0,0,0.0,2020-01-17,321
GA1.2.1353583920.1579080582,Yeysk,0,0,0.0,2020-01-16,306
GA1.2.1180841225.1570641896,Yeysk,0,0,0.0,2020-01-16,319
GA1.2.1180841225.1570641896,Yeysk,0,0,0.0,2020-01-16,320
GA1.2.1180841225.1570641896,Yeysk,0,0,0.0,2020-01-16,318
GA1.2.1855518959.1578848654,Yeysk,0,0,0.0,2020-01-15,295
GA1.2.1353583920.1579080582,Yeysk,0,0,0.0,2020-01-15,305
GA1.2.1304928002.1579060869,Yeysk,0,0,0.0,2020-01-15,309
GA1.2.494756337.1579005584,Yeysk,0,0,0.0,2020-01-14,224
GA1.2.1855518959.1578848654,Yeysk,0,0,0.0,2020-01-13,293
GA1.2.1855518959.1578848654,Yeysk,0,0,0.0,2020-01-13,294
GA1.2.75156402.1576861274,Yeysk,0,1,0.0,2020-01-12,203
GA1.2.2020147104.1578864904,Yeysk,0,0,0.0,2020-01-12,246
GA1.2.1855518959.1578848654,Yeysk,0,1,0.0,2020-01-12,292
GA1.2.1538012296.1578862287,Yeysk,0,0,0.0,2020-01-12,303
GA1.2.75156402.1576861274,Yeysk,0,1,0.0,2020-01-11,201
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-11,202
GA1.2.562211959.1578752407,Yeysk,0,0,0.0,2020-01-11,219
GA1.2.75156402.1576861274,Yeysk,1,1,0.0,2020-01-10,200
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-10,199
GA1.2.23176715.1578643324,Yeysk,0,0,0.0,2020-01-10,234
GA1.2.1604083589.1578654254,Yeysk,0,0,0.0,2020-01-10,301
GA1.2.809216579.1578593101,Yeysk,0,0,0.0,2020-01-09,180
GA1.2.711619343.1568805714,Yeysk,0,1,0.0,2020-01-09,213
GA1.2.2136740005.1578579873,Yeysk,1,1,1.0,2020-01-09,237
GA1.2.2136740005.1578579873,Yeysk,0,0,0.0,2020-01-09,238
GA1.2.2136740005.1578579873,Yeysk,0,0,0.0,2020-01-09,239
GA1.2.2136740005.1578579873,Yeysk,1,1,1.0,2020-01-09,240
GA1.2.2136740005.1578579873,Yeysk,0,0,0.0,2020-01-09,241
GA1.2.65557053.1564722873,Yeysk,0,0,0.0,2020-01-08,217
GA1.2.1860648392.1578479271,Yeysk,0,0,0.0,2020-01-08,290
GA1.2.1860648392.1578479271,Yeysk,1,1,1.0,2020-01-08,291
GA1.2.1081313223.1578508214,Yeysk,0,0,0.0,2020-01-08,327
GA1.2.1078052359.1578507910,Yeysk,1,1,1.0,2020-01-08,328
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-07,197
GA1.2.75156402.1576861274,Yeysk,1,1,0.0,2020-01-07,198
GA1.2.65557053.1564722873,Yeysk,0,0,0.0,2020-01-07,216
GA1.2.1664593381.1578388678,Yeysk,1,1,0.0,2020-01-07,300
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-06,195
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-06,196
GA1.2.881610867.1578238382,Yeysk,0,0,0.0,2020-01-05,177
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-05,192
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-05,193
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-05,194
GA1.2.545106411.1578240226,Yeysk,0,0,0.0,2020-01-05,220
GA1.2.1873861716.1578243882,Yeysk,0,1,0.0,2020-01-05,287
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-04,190
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-04,191
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-03,189
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-03,183
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-03,184
GA1.2.75156402.1576861274,Yeysk,0,1,0.0,2020-01-03,185
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-03,186
GA1.2.75156402.1576861274,Yeysk,0,0,0.0,2020-01-03,187
GA1.2.75156402.1576861274,Yeysk,1,1,0.0,2020-01-03,188
GA1.2.80707384.1577245529,Yeysk,0,0,0.0,2020-01-02,181
GA1.2.539639717.1577866169,Yeysk,0,0,0.0,2020-01-01,221
GA1.2.576790119.1581841107,Yevpatoriya,0,0,0.0,2020-02-16,338
GA1.2.576790119.1581841107,Yevpatoriya,1,1,1.0,2020-02-16,339
GA1.2.204154407.1581750382,Yevpatoriya,0,0,0.0,2020-02-15,347
GA1.2.204154407.1581750382,Yevpatoriya,1,1,0.0,2020-02-15,348
GA1.2.204154407.1581750382,Yevpatoriya,1,1,1.0,2020-02-15,349
GA1.2.1518060331.1581491824,Yevpatoriya,0,1,0.0,2020-02-12,358
GA1.2.1921465667.1581419970,Yevpatoriya,0,0,0.0,2020-02-11,355
GA1.2.1128501490.1581418961,Yevpatoriya,0,0,0.0,2020-02-11,362
GA1.2.1128501490.1581418961,Yevpatoriya,0,1,0.0,2020-02-11,363
GA1.2.954516325.1581320807,Yevpatoriya,0,1,0.0,2020-02-10,333
GA1.2.734201815.1581232382,Yevpatoriya,0,0,0.0,2020-02-09,336
GA1.2.110268335.1578376334,Yevpatoriya,1,1,1.0,2020-02-09,370
GA1.2.2005457488.1576160004,Yevpatoriya,1,1,0.0,2020-02-06,350
