GA1.2.1001599698.1578583961,NULL,NULL,NULL,1,2,1,0.00,09.01.2020,09.01.2020,NULL,NULL,NULL,NULL
GA1.2.100165284.1581353942,NULL,NULL,NULL,1,8,0,0.00,10.02.2020,10.02.2020,NULL,NULL,NULL,NULL
GA1.2.100186398.1579623212,NULL,NULL,NULL,3,10,0,360.00,21.01.2020,21.01.2020,NULL,NULL,NULL,NULL
GA1.2.1001997939.1580128252,NULL,NULL,NULL,2,16,1,401.00,27.01.2020,04.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002044700.1579069217,NULL,NULL,NULL,1,2,1,562.00,15.01.2020,15.01.2020,NULL,NULL,NULL,NULL
GA1.2.100205258.1578292414,NULL,NULL,NULL,4,12,2,585.00,06.01.2020,07.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002108116.1578635779,NULL,NULL,NULL,1,14,1,365.00,10.01.2020,10.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002162322.1578737057,NULL,NULL,NULL,1,8,0,0.00,11.01.2020,11.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002208490.1579092415,NULL,NULL,NULL,2,6,0,132.00,15.01.2020,15.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002305898.1568786729,NULL,NULL,NULL,1,2,1,92.00,08.02.2020,08.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002330265.1578337319,NULL,NULL,NULL,1,6,0,0.00,06.01.2020,06.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002330585.1579967981,NULL,NULL,NULL,1,2,0,0.00,25.01.2020,25.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002332939.1581060358,NULL,NULL,NULL,1,8,1,707.00,07.02.2020,07.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002342828.1580647627,NULL,NULL,NULL,2,8,1,157.00,02.02.2020,02.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002420578.1579449762,NULL,NULL,NULL,4,24,3,6060.00,19.01.2020,19.01.2020,1,2300000.0000000000000,460000.000000,19.01.2020
GA1.2.1002421509.1579442729,NULL,NULL,NULL,4,14,3,421.00,19.01.2020,20.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002447779.1578316411,NULL,NULL,NULL,1,2,1,0.00,06.01.2020,06.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002469110.1576746403,NULL,NULL,NULL,4,32,3,358.00,13.01.2020,13.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002573713.1579624879,NULL,NULL,NULL,1,6,0,0.00,21.01.2020,21.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002591019.1578469010,NULL,NULL,NULL,1,2,1,581.00,08.01.2020,08.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002667189.1581601515,NULL,NULL,NULL,1,2,0,0.00,13.02.2020,13.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002708100.1578980346,NULL,NULL,NULL,2,6,2,5387.00,14.01.2020,14.01.2020,1,3850000.0000000000000,808500.000000,14.01.2020
GA1.2.100270895.1579357803,NULL,NULL,NULL,1,12,1,6416.00,18.01.2020,18.01.2020,1,2050000.0000000000000,615000.000000,18.01.2020
GA1.2.1002751188.1578597055,NULL,NULL,NULL,1,4,0,0.00,09.01.2020,09.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002760185.1581188693,NULL,NULL,NULL,1,4,0,0.00,08.02.2020,08.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002782303.1565533002,NULL,NULL,NULL,1,2,1,543.00,03.02.2020,03.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002790032.1580581174,NULL,NULL,NULL,2,18,1,0.00,01.02.2020,13.02.2020,NULL,NULL,NULL,NULL
GA1.2.1002805828.1579267673,NULL,NULL,NULL,2,4,0,366.00,17.01.2020,17.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002865351.1579521706,NULL,NULL,NULL,5,26,3,527.00,20.01.2020,20.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002894427.1579243714,NULL,NULL,NULL,1,2,0,75.00,17.01.2020,17.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002935725.1577595359,NULL,NULL,NULL,5,10,1,12590.00,02.01.2020,13.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002971858.1579415335,NULL,NULL,NULL,1,6,1,67.00,19.01.2020,19.01.2020,NULL,NULL,NULL,NULL
GA1.2.1002991765.1580632258,NULL,NULL,NULL,4,24,1,1788.00,02.02.2020,02.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003094913.1580642104,NULL,NULL,NULL,2,20,1,280.00,02.02.2020,02.02.2020,NULL,NULL,NULL,NULL
GA1.2.100313392.1579369944,NULL,NULL,NULL,1,26,0,119.00,18.01.2020,18.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003134507.1579393164,NULL,NULL,NULL,1,8,1,0.00,19.01.2020,19.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003159880.1580076821,NULL,NULL,NULL,1,10,0,0.00,27.01.2020,27.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003160409.1580725569,NULL,NULL,NULL,2,8,1,498.00,03.02.2020,16.02.2020,NULL,NULL,NULL,NULL
GA1.2.100320851.1579947872,NULL,NULL,NULL,1,4,0,781.00,25.01.2020,25.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003285129.1578503956,NULL,NULL,NULL,1,2,1,0.00,08.01.2020,08.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003313324.1580553733,NULL,NULL,NULL,1,2,1,85322.00,01.02.2020,01.02.2020,1,2050000.0000000000000,615000.000000,01.02.2020
GA1.2.1003323446.1580213345,NULL,NULL,NULL,2,6,1,130.00,28.01.2020,28.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003415803.1567348958,NULL,NULL,NULL,2,4,1,730.00,03.01.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003560863.1578335865,NULL,NULL,NULL,1,4,0,241.00,06.01.2020,06.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003572456.1581831786,NULL,NULL,NULL,1,8,1,0.00,16.02.2020,16.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003627703.1578323394,NULL,NULL,NULL,1,2,1,87297.00,06.01.2020,06.01.2020,1,5300000.0000000000000,1378000.000000,06.01.2020
GA1.2.1003662667.1581371662,NULL,NULL,NULL,2,14,1,198.00,11.02.2020,11.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003695187.1580035935,NULL,NULL,NULL,1,2,1,47.00,26.01.2020,26.01.2020,NULL,NULL,NULL,NULL
GA1.2.100374612.1581194625,NULL,NULL,NULL,1,6,0,171.00,08.02.2020,08.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003754238.1580671497,NULL,NULL,NULL,2,10,1,235.00,02.02.2020,03.02.2020,NULL,NULL,NULL,NULL
GA1.2.100375538.1581239304,NULL,NULL,NULL,1,2,0,0.00,09.02.2020,09.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003775750.1579252594,NULL,NULL,NULL,4,8,3,507.00,17.01.2020,21.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003778655.1581254714,NULL,NULL,NULL,1,10,1,0.00,09.02.2020,09.02.2020,NULL,NULL,NULL,NULL
GA1.2.100383562.1579162397,NULL,NULL,NULL,1,2,0,113.00,16.01.2020,16.01.2020,NULL,NULL,NULL,NULL
GA1.2.1003868424.1580576095,NULL,NULL,NULL,1,4,1,0.00,01.02.2020,01.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003934714.1581085305,NULL,NULL,NULL,1,8,1,94687.00,07.02.2020,07.02.2020,1,2050000.0000000000000,615000.000000,07.02.2020
GA1.2.100393786.1581682762,NULL,NULL,NULL,1,2,0,0.00,14.02.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1003952348.1580578186,NULL,NULL,NULL,2,4,2,0.00,01.02.2020,04.02.2020,1,2750000.0000000000000,660000.000000,01.02.2020
GA1.2.1003967528.1580302473,NULL,NULL,NULL,1,4,1,81.00,29.01.2020,29.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004008667.1580216892,NULL,NULL,NULL,1,4,1,0.00,28.01.2020,28.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004046967.1581506932,NULL,NULL,NULL,1,2,0,0.00,12.02.2020,12.02.2020,NULL,NULL,NULL,NULL
GA1.2.1004121389.1578844876,NULL,NULL,NULL,1,4,0,137.00,12.01.2020,12.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004121826.1578426976,NULL,NULL,NULL,1,4,1,126.00,07.01.2020,07.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004128081.1580060027,NULL,NULL,NULL,1,8,0,0.00,26.01.2020,26.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004147837.1580250114,NULL,NULL,NULL,1,8,1,89.00,29.01.2020,29.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004184883.1578028288,NULL,NULL,NULL,1,4,0,2895.00,03.01.2020,03.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004286287.1578047369,NULL,NULL,NULL,2,4,1,0.00,03.01.2020,05.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004358471.1579207671,NULL,NULL,NULL,1,2,0,0.00,16.01.2020,16.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004373643.1580373813,NULL,NULL,NULL,1,6,0,394.00,30.01.2020,30.01.2020,NULL,NULL,NULL,NULL
GA1.2.100437576.1579258568,NULL,NULL,NULL,1,2,1,0.00,17.01.2020,17.01.2020,1,2300000.0000000000000,460000.000000,17.01.2020
GA1.2.1004512542.1579853808,NULL,NULL,NULL,1,2,1,692.00,24.01.2020,24.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004553754.1581923602,NULL,NULL,NULL,1,2,0,721.00,17.02.2020,17.02.2020,NULL,NULL,NULL,NULL
GA1.2.1004561310.1579293928,NULL,NULL,NULL,1,2,1,0.00,17.01.2020,17.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004712427.1579786917,NULL,NULL,NULL,1,2,1,0.00,23.01.2020,23.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004743523.1580207006,NULL,NULL,NULL,1,24,0,0.00,28.01.2020,28.01.2020,NULL,NULL,NULL,NULL
GA1.2.100478289.1577332367,NULL,NULL,NULL,1,2,0,2319.00,02.01.2020,02.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004807349.1580059733,NULL,NULL,NULL,1,6,0,0.00,26.01.2020,26.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004839431.1579799778,NULL,NULL,NULL,1,2,0,212.00,23.01.2020,23.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004855872.1578465176,NULL,NULL,NULL,1,4,1,482.00,08.01.2020,08.01.2020,NULL,NULL,NULL,NULL
GA1.2.1004865688.1580875631,NULL,NULL,NULL,3,28,2,1165.00,05.02.2020,12.02.2020,NULL,NULL,NULL,NULL
GA1.2.1004938868.1579244661,NULL,NULL,NULL,2,34,1,0.00,17.01.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1004994577.1578900465,NULL,NULL,NULL,1,2,1,397.00,13.01.2020,13.01.2020,NULL,NULL,NULL,NULL
GA1.2.10050850.1580153260,NULL,NULL,NULL,2,4,2,7286.00,27.01.2020,27.01.2020,2,5828440.6666894308000,1694954.233341,27.01.2020
GA1.2.1005113605.1577986777,NULL,NULL,NULL,2,4,1,0.00,02.01.2020,18.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005148823.1580806207,NULL,NULL,NULL,1,10,0,0.00,04.02.2020,04.02.2020,NULL,NULL,NULL,NULL
GA1.2.1005213714.1578395461,NULL,NULL,NULL,1,18,1,136.00,07.01.2020,07.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005217329.1579206759,NULL,NULL,NULL,1,4,1,80.00,16.01.2020,16.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005291047.1578686359,NULL,NULL,NULL,2,6,1,8781.00,10.01.2020,10.01.2020,1,5900000.0000000000000,1652000.000000,10.01.2020
GA1.2.1005451904.1525481787,NULL,NULL,NULL,1,16,0,104.00,24.01.2020,24.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005494202.1580391520,NULL,NULL,NULL,1,2,1,501.00,30.01.2020,30.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005525554.1568570875,NULL,NULL,NULL,2,6,2,0.00,09.01.2020,27.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005533399.1581075261,NULL,NULL,NULL,1,4,0,126.00,07.02.2020,07.02.2020,NULL,NULL,NULL,NULL
GA1.2.100556369.1579348267,NULL,NULL,NULL,1,2,1,0.00,18.01.2020,18.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005566640.1578583471,NULL,NULL,NULL,1,5,0,168.00,09.01.2020,09.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005592967.1578599964,NULL,NULL,NULL,1,6,1,13326.00,09.01.2020,09.01.2020,1,3584514.5000231259000,1254580.075008,09.01.2020
GA1.2.1005646357.1579972372,NULL,NULL,NULL,1,6,0,124.00,25.01.2020,25.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005760241.1581148378,NULL,NULL,NULL,1,2,0,93.00,08.02.2020,08.02.2020,NULL,NULL,NULL,NULL
GA1.2.100579020.1579002751,NULL,NULL,NULL,2,26,1,14325.00,14.01.2020,14.01.2020,1,2200000.0000000000000,484000.000000,14.01.2020
GA1.2.1005878787.1578233775,NULL,NULL,NULL,1,2,0,0.00,05.01.2020,05.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005879678.1573386635,NULL,NULL,NULL,1,2,0,144.00,26.01.2020,26.01.2020,NULL,NULL,NULL,NULL
GA1.2.1005970580.1581179717,NULL,NULL,NULL,2,6,1,0.00,08.02.2020,09.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006021773.1581494947,NULL,NULL,NULL,1,2,1,0.00,12.02.2020,12.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006038234.1580980312,NULL,NULL,NULL,2,26,0,0.00,06.02.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006057792.1580123368,NULL,NULL,NULL,1,2,1,392.00,27.01.2020,27.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006121377.1578567735,NULL,NULL,NULL,1,6,0,80.00,09.01.2020,09.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006141289.1578899080,NULL,NULL,NULL,1,2,1,708.00,13.01.2020,13.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006203710.1580841865,NULL,NULL,NULL,1,2,1,9167.00,04.02.2020,04.02.2020,1,3850000.0000000000000,808500.000000,04.02.2020
GA1.2.1006308000.1580188742,NULL,NULL,NULL,1,2,0,0.00,28.01.2020,28.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006314243.1580329518,NULL,NULL,NULL,1,10,1,0.00,29.01.2020,29.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006348324.1576780556,NULL,NULL,NULL,3,20,1,0.00,14.01.2020,12.02.2020,NULL,NULL,NULL,NULL
GA1.2.100649862.1581588182,NULL,NULL,NULL,2,6,1,249.00,13.02.2020,13.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006527056.1577901545,NULL,NULL,NULL,1,2,1,0.00,01.01.2020,01.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006593676.1566893855,NULL,NULL,NULL,1,20,0,0.00,13.01.2020,13.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006601886.1581031182,NULL,NULL,NULL,1,2,1,0.00,07.02.2020,07.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006730167.1579371652,NULL,NULL,NULL,2,10,1,0.00,18.01.2020,30.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006733539.1580540316,NULL,NULL,NULL,1,2,1,0.00,01.02.2020,01.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006747149.1577966006,NULL,NULL,NULL,5,20,2,491.00,02.01.2020,02.01.2020,NULL,NULL,NULL,NULL
GA1.2.100679732.1577678111,NULL,NULL,NULL,1,6,0,0.00,01.01.2020,01.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006815222.1568904782,NULL,NULL,NULL,2,6,1,0.00,23.01.2020,11.02.2020,NULL,NULL,NULL,NULL
GA1.2.1006851933.1578503471,NULL,NULL,NULL,1,2,0,0.00,08.01.2020,08.01.2020,NULL,NULL,NULL,NULL
GA1.2.1006993559.1579678066,NULL,NULL,NULL,2,6,0,0.00,22.01.2020,28.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007032452.1571917636,NULL,NULL,NULL,1,14,0,0.00,14.02.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.100708423.1581916471,NULL,NULL,NULL,1,2,0,79.00,17.02.2020,17.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007146808.1579276187,NULL,NULL,NULL,1,2,1,0.00,17.01.2020,17.01.2020,1,2200000.0000000000000,484000.000000,17.01.2020
GA1.2.1007177487.1578479105,NULL,NULL,NULL,1,2,1,0.00,08.01.2020,08.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007261385.1580914901,NULL,NULL,NULL,2,28,1,0.00,05.02.2020,05.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007317475.1581099476,NULL,NULL,NULL,1,4,1,0.00,07.02.2020,07.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007339321.1579812195,NULL,NULL,NULL,1,6,1,159.00,23.01.2020,23.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007441204.1579692013,NULL,NULL,NULL,1,6,1,198.00,22.01.2020,22.01.2020,NULL,NULL,NULL,NULL
GA1.2.100745307.1580908819,NULL,NULL,NULL,1,2,1,0.00,05.02.2020,05.02.2020,NULL,NULL,NULL,NULL
GA1.2.100749153.1581432509,NULL,NULL,NULL,1,14,0,0.00,11.02.2020,11.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007566711.1578389029,NULL,NULL,NULL,1,8,0,89.00,07.01.2020,07.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007584841.1580581342,NULL,NULL,NULL,1,8,1,160.00,01.02.2020,01.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007688410.1579950169,NULL,NULL,NULL,1,4,0,0.00,25.01.2020,25.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007715586.1580372772,NULL,NULL,NULL,1,4,1,13808.00,30.01.2020,30.01.2020,1,2750000.0000000000000,660000.000000,30.01.2020
GA1.2.1007755402.1579799843,NULL,NULL,NULL,6,38,4,863.00,23.01.2020,26.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007757566.1573920476,NULL,NULL,NULL,1,16,0,181.00,04.01.2020,04.01.2020,NULL,NULL,NULL,NULL
GA1.2.100776305.1579981341,NULL,NULL,NULL,5,12,3,271.00,25.01.2020,25.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007786966.1579491499,NULL,NULL,NULL,1,8,0,209.00,20.01.2020,20.01.2020,NULL,NULL,NULL,NULL
GA1.2.100782715.1581667856,NULL,NULL,NULL,1,10,0,760.00,14.02.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007834498.1580649572,NULL,NULL,NULL,1,2,1,0.00,02.02.2020,02.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007835782.1580296722,NULL,NULL,NULL,7,94,4,1264.00,29.01.2020,13.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007892766.1581947428,NULL,NULL,NULL,1,4,1,0.00,17.02.2020,17.02.2020,NULL,NULL,NULL,NULL
GA1.2.1007894599.1579597132,NULL,NULL,NULL,1,2,0,468.00,21.01.2020,21.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007903119.1578244592,NULL,NULL,NULL,5,20,3,345.00,05.01.2020,24.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007918843.1577789339,NULL,NULL,NULL,1,10,0,128.00,07.01.2020,07.01.2020,NULL,NULL,NULL,NULL
GA1.2.100792073.1578641215,NULL,NULL,NULL,1,2,0,474.00,10.01.2020,10.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007978270.1578473429,NULL,NULL,NULL,2,28,2,246.00,08.01.2020,08.01.2020,NULL,NULL,NULL,NULL
GA1.2.1007984753.1579980372,NULL,NULL,NULL,1,2,1,0.00,25.01.2020,25.01.2020,NULL,NULL,NULL,NULL
GA1.2.1008047545.1579638885,NULL,NULL,NULL,1,8,0,0.00,21.01.2020,21.01.2020,NULL,NULL,NULL,NULL
GA1.2.1008090210.1581399387,NULL,NULL,NULL,1,2,1,492.00,11.02.2020,11.02.2020,NULL,NULL,NULL,NULL
GA1.2.1008521406.1580019979,NULL,NULL,NULL,2,4,2,222.00,26.01.2020,26.01.2020,1,2050000.0000000000000,615000.000000,26.01.2020
GA1.2.1008522994.1581846985,NULL,NULL,NULL,1,2,1,0.00,16.02.2020,16.02.2020,NULL,NULL,NULL,NULL
GA1.2.1008530490.1581839500,NULL,NULL,NULL,2,10,1,12681.00,16.02.2020,16.02.2020,1,3553168.3333562570000,1243608.916675,16.02.2020
GA1.2.1008664515.1580665610,NULL,NULL,NULL,5,22,3,794.00,02.02.2020,15.02.2020,NULL,NULL,NULL,NULL
GA1.2.1008714986.1581677167,NULL,NULL,NULL,1,4,1,193.00,14.02.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1008739071.1579350653,NULL,NULL,NULL,1,2,0,80.00,18.01.2020,18.01.2020,NULL,NULL,NULL,NULL
GA1.2.1008777193.1581671253,NULL,NULL,NULL,1,4,0,130.00,14.02.2020,14.02.2020,NULL,NULL,NULL,NULL
GA1.2.1008778864.1576965003,NULL,NULL,NULL,1,2,1,0.00,16.01.2020,16.01.2020,NULL,NULL,NULL,NULL
GA1.2.1008840187.1578388957,NULL,NULL,NULL,2,11,1,128.00,07.01.2020,18.01.2020,NULL,NULL,NULL,NULL
